id,name,team,season,position,age,batting_hand,bowling_hand,status,_age,_batting_hand,_bowling_hand,_name
159,Dimitri Mascarenhas,RR,2008,All-Rounder,30y 179d,Right,Right arm medium fast,1,Age: 30y 179d,Batting: Right hand bat,Bowling: Right arm medium fast,Dimitri Mascarenhas 
160,Dinesh Salunkhe,RR,2008,Bowler,25y 166d,Right,Legbreak,1,Age: 25y 166d,Batting: Right hand bat,Bowling: Legbreak,Dinesh Salunkhe 
161,Graeme Smith,RR,2008,Batsman,27y 85d,Left,Right arm offbreak,1,Age: 27y 85d,Batting: Left hand bat,Bowling: Right arm offbreak,Graeme Smith 
162,Jaydev Shah,RR,2008,Batsman,24y 358d,Left,Right arm offbreak,1,Age: 24y 358d,Batting: Left hand bat,Bowling: Right arm offbreak,Jaydev Shah 
163,Justin Langer,RR,2008,Batsman,37y 157d,Left,Right arm medium,1,Age: 37y 157d,Batting: Left hand bat,Bowling: Right arm medium,Justin Langer 
164,Kamran Akmal,RR,2008,Wicketkeeper Batsman,26y 104d,Right,,1,Age: 26y 104d,Batting: Right hand bat,,Kamran Akmal 
165,Mahesh Rawat,RR,2008,Wicketkeeper Batsman,22y 184d,Right,,1,Age: 22y 184d,Batting: Right hand bat,,Mahesh Rawat 
166,Mohammad Kaif,RR,2008,Batsman,27y 147d,Right,Right arm offbreak,1,Age: 27y 147d,Batting: Right hand bat,Bowling: Right arm offbreak,Mohammad Kaif 
167,Morne Morkel,RR,2008,Bowler,23y 203d,Left,Right arm fast,1,Age: 23y 203d,Batting: Left hand bat,Bowling: Right arm fast,Morne Morkel 
168,Munaf Patel,RR,2008,Bowler,24y 289d,Right,Right arm medium fast,1,Age: 24y 289d,Batting: Right hand bat,Bowling: Right arm medium fast,Munaf Patel 
169,Niraj Patel,RR,2008,All-Rounder,27y 31d,Left,,1,Age: 27y 31d,Batting: Left hand bat,,Niraj Patel 
170,Pankaj Singh,RR,2008,Bowler,22y 356d,Right,Right arm medium fast,1,Age: 22y 356d,Batting: Right hand bat,Bowling: Right arm medium fast,Pankaj Singh 
171,Parag More,RR,2008,Batsman,22y 323d,Right,Right arm offbreak,1,Age: 22y 323d,Batting: Right hand bat,Bowling: Right arm offbreak,Parag More 
172,Ravindra Jadeja,RR,2008,All-Rounder,19y 142d,Left,Slow left arm orthodox,1,Age: 19y 142d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Ravindra Jadeja 
173,Shane Warne (c),RR,2008,Bowler,38y 226d,Right,Legbreak googly,1,Age: 38y 226d,Batting: Right hand bat,Bowling: Legbreak googly,Shane Warne (c)
174,Shane Watson,RR,2008,All-Rounder,26y 314d,Right,Right arm medium fast,1,Age: 26y 314d,Batting: Right hand bat,Bowling: Right arm medium fast,Shane Watson 
175,Siddharth Trivedi,RR,2008,Bowler,25y 235d,Right,Right arm medium,1,Age: 25y 235d,Batting: Right hand bat,Bowling: Right arm medium,Siddharth Trivedi 
176,Sohail Tanvir,RR,2008,Bowler,23y 136d,Left,Left arm medium fast,1,Age: 23y 136d,Batting: Left hand bat,Bowling: Left arm medium fast,Sohail Tanvir 
177,Sumit Khatri,RR,2008,Bowler,18y 286d,Left,Left arm wrist spin,1,Age: 18y 286d,Batting: Left hand bat,Bowling: Left arm wrist spin,Sumit Khatri 
178,Swapnil Asnodkar,RR,2008,Batsman,24y 28d,Right,Right arm offbreak,1,Age: 24y 28d,Batting: Right hand bat,Bowling: Right arm offbreak,Swapnil Asnodkar 
179,Taruwar Kohli,RR,2008,Batsman,19y 131d,Right,Right arm medium,1,Age: 19y 131d,Batting: Right hand bat,Bowling: Right arm medium,Taruwar Kohli 
180,Younis Khan,RR,2008,Batsman,30y 149d,Right,Right arm medium/ Legbreak,1,Age: 30y 149d,Batting: Right hand bat,Bowling: Right arm medium/ Legbreak,Younis Khan 
181,Yusuf Pathan,RR,2008,All-Rounder,25y 161d,Right,Right arm offbreak,1,Age: 25y 161d,Batting: Right hand bat,Bowling: Right arm offbreak,Yusuf Pathan 
182,Adam Gilchrist,SRH,2008,Wicketkeeper Batsman,36y 135d,Left,Right arm offbreak,1,Age: 36y 135d,Batting: Left hand bat,Bowling: Right arm offbreak,Adam Gilchrist 
183,Andrew Symonds,SRH,2008,All-Rounder,32y 293d,Right,Right arm medium/ Right arm offbreak,1,Age: 32y 293d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Andrew Symonds 
184,Arjun Yadav,SRH,2008,Batsman,26y 96d,Right,Right arm offbreak,1,Age: 26y 96d,Batting: Right hand bat,Bowling: Right arm offbreak,Arjun Yadav 
185,Chamara Silva,SRH,2008,Batsman,28y 105d,Right,Legbreak,1,Age: 28y 105d,Batting: Right hand bat,Bowling: Legbreak,Chamara Silva 
186,Chaminda Vaas,SRH,2008,Bowler,34y 61d,Left,Left arm medium fast,1,Age: 34y 61d,Batting: Left hand bat,Bowling: Left arm medium fast,Chaminda Vaas 
187,Doddapaneni Kalyankrishna,SRH,2008,Bowler,24y 103d,Right,Right arm medium fast,1,Age: 24y 103d,Batting: Right hand bat,Bowling: Right arm medium fast,Doddapaneni Kalyankrishna 
188,Dwaraka Ravi Teja,SRH,2008,Batsman,20y 205d,Right,Legbreak googly,1,Age: 20y 205d,Batting: Right hand bat,Bowling: Legbreak googly,Dwaraka Ravi Teja 
189,Halhadar Das,SRH,2008,Wicketkeeper Batsman,21y 109d,Right,,1,Age: 21y 109d,Batting: Right hand bat,,Halhadar Das 
190,Herschelle Gibbs,SRH,2008,Batsman,34y 34d,Right,,1,Age: 34y 34d,Batting: Right hand bat,Bowling: Right arm bowler,Herschelle Gibbs 
191,Nuwan Zoysa,SRH,2008,Bowler,29y 320d,Left,Left arm medium fast,1,Age: 29y 320d,Batting: Left hand bat,Bowling: Left arm medium fast,Nuwan Zoysa 
192,Paidikalva Vijaykumar,SRH,2008,Bowler,21y 160d,Right,Right arm medium,1,Age: 21y 160d,Batting: Right hand bat,Bowling: Right arm medium,Paidikalva Vijaykumar 
193,PM Sarvesh Kumar,SRH,2008,Bowler,18y 337d,Right,Right arm medium,1,Age: 18y 337d,Batting: Right hand bat,Bowling: Right arm medium,PM Sarvesh Kumar 
194,Pragyan Ojha,SRH,2008,Bowler,21y 205d,Left,Slow left arm orthodox,1,Age: 21y 205d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Pragyan Ojha 
195,Rohit Sharma,SRH,2008,Batsman,20y 333d,Right,Right arm offbreak,1,Age: 20y 333d,Batting: Right hand bat,Bowling: Right arm offbreak,Rohit Sharma 
196,RP Singh,SRH,2008,Bowler,22y 113d,Right,Left arm medium fast,1,Age: 22y 113d,Batting: Right hand bat,Bowling: Left arm medium fast,RP Singh 
197,Sanjay Bangar,SRH,2008,All-Rounder,35y 169d,Right,Right arm medium fast,1,Age: 35y 169d,Batting: Right hand bat,Bowling: Right arm medium fast,Sanjay Bangar 
198,Scott Styris,SRH,2008,All-Rounder,32y 262d,Right,Right arm medium,1,Age: 32y 262d,Batting: Right hand bat,Bowling: Right arm medium,Scott Styris 
199,Shahid Afridi,SRH,2008,All-Rounder,28y 27d,Right,Legbreak googly,1,Age: 28y 27d,Batting: Right hand bat,Bowling: Legbreak googly,Shahid Afridi 
200,Venugopal Rao,SRH,2008,Batsman,26y 31d,Right,Right arm offbreak,1,Age: 26y 31d,Batting: Right hand bat,Bowling: Right arm offbreak,Venugopal Rao 
201,VVS Laxman (c),SRH,2008,Batsman,33y 148d,Right,Right arm offbreak,1,Age: 33y 148d,Batting: Right hand bat,Bowling: Right arm offbreak,VVS Laxman (c)
202,Albie Morkel,CSK,2009,All-Rounder,27y 320d,Left,Right arm medium fast,1,Age: 27y 320d,Batting: Left hand bat,Bowling: Right arm medium fast,Albie Morkel 
203,Andrew Flintoff,CSK,2009,All-Rounder,31y 141d,Right,Right arm medium fast,1,Age: 31y 141d,Batting: Right hand bat,Bowling: Right arm medium fast,Andrew Flintoff 
204,Arun Karthik,CSK,2009,Wicketkeeper Batsman,23y 70d,Right,Legbreak googly,1,Age: 23y 70d,Batting: Right hand bat,Bowling: Legbreak googly,Arun Karthik 
205,George Bailey,CSK,2009,Batsman,26y 231d,Right,Right arm medium,1,Age: 26y 231d,Batting: Right hand bat,Bowling: Right arm medium,George Bailey 
206,Jacob Oram,CSK,2009,All-Rounder,30y 272d,Left,Right arm medium fast,1,Age: 30y 272d,Batting: Left hand bat,Bowling: Right arm medium fast,Jacob Oram 
207,Joginder Sharma,CSK,2009,All-Rounder,25y 185d,Right,Right arm medium fast,1,Age: 25y 185d,Batting: Right hand bat,Bowling: Right arm medium fast,Joginder Sharma 
208,Lakshmipathy Balaji,CSK,2009,Bowler,27y 211d,Right,Right arm medium fast,1,Age: 27y 211d,Batting: Right hand bat,Bowling: Right arm medium fast,Lakshmipathy Balaji 
209,Makhaya Ntini,CSK,2009,Bowler,31y 294d,Right,Right arm fast,1,Age: 31y 294d,Batting: Right hand bat,Bowling: Right arm fast,Makhaya Ntini 
210,Manpreet Gony,CSK,2009,Bowler,25y 112d,Right,Right arm medium,1,Age: 25y 112d,Batting: Right hand bat,Bowling: Right arm medium,Manpreet Gony 
211,Matthew Hayden,CSK,2009,Batsman,37y 179d,Left,Right arm medium,1,Age: 37y 179d,Batting: Left hand bat,Bowling: Right arm medium,Matthew Hayden 
212,MS Dhoni (c),CSK,2009,Wicketkeeper Batsman,27y 293d,Right,Right arm medium,1,Age: 27y 293d,Batting: Right hand bat,Bowling: Right arm medium,MS Dhoni (c)
213,Murali Vijay,CSK,2009,Batsman,25y 25d,Right,Right arm offbreak,1,Age: 25y 25d,Batting: Right hand bat,Bowling: Right arm offbreak,Murali Vijay 
214,Muttiah Muralitharan,CSK,2009,Bowler,37y 9d,Right,Right arm offbreak,1,Age: 37y 9d,Batting: Right hand bat,Bowling: Right arm offbreak,Muttiah Muralitharan
215,Palani Amarnath,CSK,2009,Bowler,26y 329d,Right,Right arm medium,1,Age: 26y 329d,Batting: Right hand bat,Bowling: Right arm medium,Palani Amarnath 
216,Parthiv Patel,CSK,2009,Wicketkeeper Batsman,24y 48d,Left,Right arm offbreak,1,Age: 24y 48d,Batting: Left hand bat,Bowling: Right arm offbreak,Parthiv Patel 
217,Ravichandran Ashwin,CSK,2009,All-Rounder,22y 221d,Right,Right arm offbreak,1,Age: 22y 221d,Batting: Right hand bat,Bowling: Right arm offbreak,Ravichandran Ashwin 
218,S Badrinath,CSK,2009,Batsman,28y 239d,Right,Right arm offbreak,1,Age: 28y 239d,Batting: Right hand bat,Bowling: Right arm offbreak,S Badrinath 
219,Shadab Jakati,CSK,2009,Bowler,28y 150d,Left,Slow left arm orthodox,1,Age: 28y 150d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shadab Jakati 
220,Sudeep Tyagi,CSK,2009,Bowler,21y 221d,Right,Right arm medium,1,Age: 21y 221d,Batting: Right hand bat,Bowling: Right arm medium,Sudeep Tyagi 
221,Suresh Raina,CSK,2009,Batsman,22y 150d,Left,Right arm offbreak,1,Age: 22y 150d,Batting: Left hand bat,Bowling: Right arm offbreak,Suresh Raina 
222,Thilan Thushara,CSK,2009,Bowler,28y 56d,Left,Left arm medium fast,1,Age: 28y 56d,Batting: Left hand bat,Bowling: Left arm medium fast,Thilan Thushara 
223,Vidyut Sivaramakrishnan,CSK,2009,All-Rounder,27y 144d,Left,Slow left arm orthodox,1,Age: 27y 144d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Vidyut Sivaramakrishnan 
224,Viraj Kadbe,CSK,2009,Bowler,19y 159d,Right,Legbreak,1,Age: 19y 159d,Batting: Right hand bat,Bowling: Legbreak,Viraj Kadbe 
225,Aavishkar Salvi,DC,2009,Bowler,27y 188d,Right,Right arm medium,1,Age: 27y 188d,Batting: Right hand bat,Bowling: Right arm medium,Aavishkar Salvi 
226,AB de Villiers,DC,2009,Wicketkeeper Batsman,25y 68d,Right,Right arm medium,1,Age: 25y 68d,Batting: Right hand bat,Bowling: Right arm medium,AB de Villiers 
227,Amit Mishra,DC,2009,Bowler,26y 153d,Right,Legbreak,1,Age: 26y 153d,Batting: Right hand bat,Bowling: Legbreak,Amit Mishra 
228,Andrew McDonald,DC,2009,All-Rounder,27y 325d,Right,Right arm medium fast,1,Age: 27y 325d,Batting: Right hand bat,Bowling: Right arm medium fast,Andrew McDonald 
229,Ashish Nehra,DC,2009,Bowler,29y 362d,Right,Left arm medium fast,1,Age: 29y 362d,Batting: Right hand bat,Bowling: Left arm medium fast,Ashish Nehra 
230,Daniel Vettori,DC,2009,All-Rounder,30y 89d,Left,Slow left arm orthodox,1,Age: 30y 89d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Daniel Vettori 
231,David Warner,DC,2009,Batsman,22y 181d,Left,Legbreak,1,Age: 22y 181d,Batting: Left hand bat,Bowling: Legbreak,David Warner 
232,Dinesh Karthik,DC,2009,Wicketkeeper Batsman,23y 329d,Right,Right arm offbreak,1,Age: 23y 329d,Batting: Right hand bat,Bowling: Right arm offbreak,Dinesh Karthik 
233,Dirk Nannes,DC,2009,Bowler,32y 345d,Right,Left arm fast,1,Age: 32y 345d,Batting: Right hand bat,Bowling: Left arm fast,Dirk Nannes 
234,Farveez Maharoof,DC,2009,All-Rounder,24y 231d,Right,Right arm medium fast,1,Age: 24y 231d,Batting: Right hand bat,Bowling: Right arm medium fast,Farveez Maharoof 
235,Gautam Gambhir,DC,2009,Batsman,27y 194d,Left,Legbreak,1,Age: 27y 194d,Batting: Left hand bat,Bowling: Legbreak,Gautam Gambhir 
236,Glenn McGrath,DC,2009,Bowler,39y 76d,Right,Right arm medium fast,1,Age: 39y 76d,Batting: Right hand bat,Bowling: Right arm medium fast,Glenn McGrath 
237,Manoj Tiwary,DC,2009,Batsman,23y 163d,Right,Legbreak googly,1,Age: 23y 163d,Batting: Right hand bat,Bowling: Legbreak googly,Manoj Tiwary 
238,Mithun Manhas,DC,2009,All-Rounder,29y 196d,Right,Right arm offbreak,1,Age: 29y 196d,Batting: Right hand bat,Bowling: Right arm offbreak,Mithun Manhas 
239,Owais Shah,DC,2009,Batsman,30y 186d,Right,Right arm offbreak,1,Age: 30y 186d,Batting: Right hand bat,Bowling: Right arm offbreak,Owais Shah 
240,Paul Collingwood,DC,2009,All-Rounder,32y 335d,Right,Right arm medium,1,Age: 32y 335d,Batting: Right hand bat,Bowling: Right arm medium,Paul Collingwood 
241,Pradeep Sangwan,DC,2009,Bowler,18y 172d,Right,Left arm medium,1,Age: 18y 172d,Batting: Right hand bat,Bowling: Left arm medium,Pradeep Sangwan 
242,Rajat Bhatia,DC,2009,All-Rounder,29y 186d,Right,Right arm medium fast,1,Age: 29y 186d,Batting: Right hand bat,Bowling: Right arm medium fast,Rajat Bhatia 
243,Tejashwi Yadav,DC,2009,Batsman,19y 168d,Right,,1,Age: 19y 168d,Batting: Right hand bat,Bowling: Right arm bowler,Tejashwi Yadav 
244,Tillakaratne Dilshan,DC,2009,All-Rounder,32y 194d,Right,Right arm offbreak,1,Age: 32y 194d,Batting: Right hand bat,Bowling: Right arm offbreak,Tillakaratne Dilshan 
245,Umesh Yadav,DC,2009,Bowler,21y 183d,Right,Right arm fast,1,Age: 21y 183d,Batting: Right hand bat,Bowling: Right arm fast,Umesh Yadav 
246,Virender Sehwag (c),DC,2009,Batsman,30y 188d,Right,Right arm offbreak,1,Age: 30y 188d,Batting: Right hand bat,Bowling: Right arm offbreak,Virender Sehwag (c)
247,Yo Mahesh,DC,2009,All-Rounder,21y 126d,Right,Right arm medium fast,1,Age: 21y 126d,Batting: Right hand bat,Bowling: Right arm medium fast,Yo Mahesh 
248,Yogesh Nagar,DC,2009,All-Rounder,19y 110d,Right,Right arm offbreak,1,Age: 19y 110d,Batting: Right hand bat,Bowling: Right arm offbreak,Yogesh Nagar 
249,Aakash Chopra,KKR,2009,Batsman,31y 237d,Right,Right arm medium/ Right arm offbreak,1,,,,
250,Ajantha Mendis,KKR,2009,Bowler,24y 46d,Right,Right arm offbreak,1,Age: 24y 46d,Batting: Right hand bat,Bowling: Right arm offbreak,Ajantha Mendis 
251,Ajit Agarkar,KKR,2009,Bowler,31y 143d,Right,Right arm fast,1,Age: 31y 143d,Batting: Right hand bat,Bowling: Right arm fast,Ajit Agarkar 
252,Angelo Mathews,KKR,2009,All-Rounder,21y 328d,Right,Right arm medium,1,Age: 21y 328d,Batting: Right hand bat,Bowling: Right arm medium,Angelo Mathews 
253,Anureet Singh,KKR,2009,Bowler,21y 55d,Right,Right arm medium,1,Age: 21y 55d,Batting: Right hand bat,Bowling: Right arm medium,Anureet Singh 
254,Arindam Ghosh,KKR,2009,Batsman,22y 189d,Right,Right arm medium,1,Age: 22y 189d,Batting: Right hand bat,Bowling: Right arm medium,Arindam Ghosh 
255,Ashok Dinda,KKR,2009,Bowler,25y 32d,Right,Right arm medium fast,1,Age: 25y 32d,Batting: Right hand bat,Bowling: Right arm medium fast,Ashok Dinda 
256,Brad Hodge,KKR,2009,Batsman,34y 118d,Right,Right arm offbreak,1,Age: 34y 118d,Batting: Right hand bat,Bowling: Right arm offbreak,Brad Hodge 
257,Brendon McCullum (c),KKR,2009,Wicketkeeper Batsman,27y 211d,Right,Right arm medium/ Right arm offbreak,1,Age: 27y 211d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Brendon McCullum (c)
258,Charl Langeveldt,KKR,2009,Bowler,34y 130d,Right,Right arm medium fast,1,Age: 34y 130d,Batting: Right hand bat,Bowling: Right arm medium fast,Charl Langeveldt 
259,Chris Gayle,KKR,2009,All-Rounder,29y 217d,Left,Right arm offbreak,1,Age: 29y 217d,Batting: Left hand bat,Bowling: Right arm offbreak,Chris Gayle 
260,David Hussey,KKR,2009,All-Rounder,31y 285d,Right,Right arm offbreak,1,Age: 31y 285d,Batting: Right hand bat,Bowling: Right arm offbreak,David Hussey 
261,Ishant Sharma,KKR,2009,Bowler,20y 236d,Right,Right arm medium fast,1,Age: 20y 236d,Batting: Right hand bat,Bowling: Right arm medium fast,Ishant Sharma 
262,Laxmi Shukla,KKR,2009,All-Rounder,27y 355d,Right,Right arm medium,1,Age: 27y 355d,Batting: Right hand bat,Bowling: Right arm medium,Laxmi Shukla 
263,Mashrafe Mortaza,KKR,2009,Bowler,25y 203d,Right,Right arm medium fast,1,Age: 25y 203d,Batting: Right hand bat,Bowling: Right arm medium fast,Mashrafe Mortaza 
264,Moises Henriques,KKR,2009,All-Rounder,22y 84d,Right,Right arm medium fast,1,Age: 22y 84d,Batting: Right hand bat,Bowling: Right arm medium fast,Moises Henriques 
265,Morne van Wyk,KKR,2009,Wicketkeeper Batsman,30y 37d,Right,Slow left arm orthodox,1,Age: 30y 37d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Morne van Wyk 
266,Murali Kartik,KKR,2009,Bowler,32y 227d,Left,Slow left arm orthodox,1,Age: 32y 227d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Murali Kartik 
267,Rohan Banerjee,KKR,2009,Batsman,20y 137d,Left,Right arm medium,1,Age: 20y 137d,Batting: Left hand bat,Bowling: Right arm medium,Rohan Banerjee 
268,Sanjay Bangar,KKR,2009,All-Rounder,36y 169d,Right,Right arm medium fast,1,,,,
269,Shoaib Shaikh,KKR,2009,Batsman,22y 98d,Right,Right arm medium,1,Age: 22y 98d,Batting: Right hand bat,Bowling: Right arm medium,Shoaib Shaikh 
270,Sourav Ganguly,KKR,2009,Batsman,36y 292d,Left,Right arm medium,1,Age: 36y 292d,Batting: Left hand bat,Bowling: Right arm medium,Sourav Ganguly 
271,Sourav Sarkar,KKR,2009,Bowler,25y 130d,Right,Right arm medium fast,1,,,,
272,Wriddhiman Saha,KKR,2009,Wicketkeeper Batsman,24y 184d,Right,,1,Age: 24y 184d,Batting: Right hand bat,,Wriddhiman Saha 
273,Yashpal Singh,KKR,2009,Batsman,27y 150d,Right,Right arm medium,1,Age: 27y 150d,Batting: Right hand bat,Bowling: Right arm medium,Yashpal Singh 
274,Ajitesh Argal,KXIP,2009,Bowler,20y 222d,Right,Right arm medium,1,Age: 20y 222d,Batting: Right hand bat,Bowling: Right arm medium,Ajitesh Argal 
275,Amanpreet Singh,KXIP,2009,Bowler,19y 227d,Right,Right arm medium fast,1,Age: 19y 227d,Batting: Right hand bat,Bowling: Right arm medium fast,Amanpreet Singh 
276,Brett Lee,KXIP,2009,Bowler,32y 174d,Right,Right arm fast,1,Age: 32y 174d,Batting: Right hand bat,Bowling: Right arm fast,Brett Lee 
277,Burt Cockley,KXIP,2009,Bowler,23y 28d,Right,Right arm medium fast,1,Age: 23y 28d,Batting: Right hand bat,Bowling: Right arm medium fast,Burt Cockley 
278,Irfan Pathan,KXIP,2009,All-Rounder,24y 186d,Left,Left arm medium fast,1,Age: 24y 186d,Batting: Left hand bat,Bowling: Left arm medium fast,Irfan Pathan 
279,James Hopes,KXIP,2009,All-Rounder,30y 189d,Right,Right arm medium,1,Age: 30y 189d,Batting: Right hand bat,Bowling: Right arm medium,James Hopes 
280,Jerome Taylor,KXIP,2009,Bowler,24y 313d,Right,Right arm fast,1,Age: 24y 313d,Batting: Right hand bat,Bowling: Right arm fast,Jerome Taylor 
281,Karan Goel,KXIP,2009,Batsman,22y 128d,Left,Right arm offbreak,1,Age: 22y 128d,Batting: Left hand bat,Bowling: Right arm offbreak,Karan Goel 
282,Kumar Sangakkara,KXIP,2009,Wicketkeeper Batsman,31y 186d,Left,Right arm offbreak,1,Age: 31y 186d,Batting: Left hand bat,Bowling: Right arm offbreak,Kumar Sangakkara 
283,Luke Pomersbach,KXIP,2009,Batsman,24y 215d,Left,Right arm offbreak,1,Age: 24y 215d,Batting: Left hand bat,Bowling: Right arm offbreak,Luke Pomersbach 
284,Mahela Jayawardene,KXIP,2009,Batsman,31y 339d,Right,Right arm medium,1,Age: 31y 339d,Batting: Right hand bat,Bowling: Right arm medium,Mahela Jayawardene 
285,Piyush Chawla,KXIP,2009,All-Rounder,20y 128d,Left,Legbreak,1,Age: 20y 128d,Batting: Left hand bat,Bowling: Legbreak,Piyush Chawla 
286,Ramesh Powar,KXIP,2009,Bowler,30y 346d,Right,Right arm offbreak,1,Age: 30y 346d,Batting: Right hand bat,Bowling: Right arm offbreak,Ramesh Powar 
287,Ranadeb Bose,KXIP,2009,Bowler,30y 63d,Right,Right arm medium fast,1,Age: 30y 63d,Batting: Right hand bat,Bowling: Right arm medium fast,Ranadeb Bose 
288,Ravi Bopara,KXIP,2009,All-Rounder,23y 362d,Right,Right arm medium,1,Age: 23y 362d,Batting: Right hand bat,Bowling: Right arm medium,Ravi Bopara 
289,Ravikant Shukla,KXIP,2009,Batsman,21y 298d,Left,Right arm medium,1,Age: 21y 298d,Batting: Left hand bat,Bowling: Right arm medium,Ravikant Shukla 
290,Ryan Ninan,KXIP,2009,All-Rounder,23y 163d,Right,Right arm offbreak,1,Age: 23y 163d,Batting: Right hand bat,Bowling: Right arm offbreak,Ryan Ninan 
291,Sahil Kukreja,KXIP,2009,Batsman,23y 296d,Right,,1,Age: 23y 296d,Batting: Right hand bat,,Sahil Kukreja 
292,Shaun Marsh,KXIP,2009,Batsman,25y 296d,Left,Slow left arm orthodox,1,Age: 25y 296d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shaun Marsh 
293,Simon Katich,KXIP,2009,Batsman,33y 253d,Left,Left arm wrist spin,1,Age: 33y 253d,Batting: Left hand bat,Bowling: Left arm wrist spin,Simon Katich 
294,Sreesanth,KXIP,2009,Bowler,26y 84d,Right,Right arm medium fast,1,Age: 26y 84d,Batting: Right hand bat,Bowling: Right arm medium fast,Sreesanth 
295,Sunny Sohal,KXIP,2009,Batsman,21y 172d,Right,Legbreak,1,Age: 21y 172d,Batting: Right hand bat,Bowling: Legbreak,Sunny Sohal 
296,Tanmay Srivastava,KXIP,2009,Batsman,19y 175d,Left,Right arm medium,1,Age: 19y 175d,Batting: Left hand bat,Bowling: Right arm medium,Tanmay Srivastava 
297,Taruwar Kohli,KXIP,2009,Batsman,20y 135d,Right,Right arm medium,1,Age: 20y 135d,Batting: Right hand bat,Bowling: Right arm medium,Taruwar Kohli 
298,Uday Kaul,KXIP,2009,Wicketkeeper Batsman,21y 150d,Left,,1,Age: 21y 150d,Batting: Left hand bat,,Uday Kaul 
299,Vikram Singh,KXIP,2009,Bowler,24y 226d,Right,Right arm medium fast,1,Age: 24y 226d,Batting: Right hand bat,Bowling: Right arm medium fast,Vikram Singh 
300,Vikramjeet Malik,KXIP,2009,Bowler,25y 357d,Right,Right arm medium,1,Age: 25y 357d,Batting: Right hand bat,Bowling: Right arm medium,Vikramjeet Malik 
301,Wilkin Mota,KXIP,2009,All-Rounder,27y 223d,Right,Right arm medium,1,Age: 27y 223d,Batting: Right hand bat,Bowling: Right arm medium,Wilkin Mota 
